n,t,x,y
173,4038,173,581
173,4039,180,579
173,4040,187,576
173,4041,195,573
173,4042,200,568
173,4043,207,564
173,4044,212,557
173,4045,216,549
173,4046,219,541
173,4047,223,532
173,4048,223,520
173,4049,227,510
173,4050,232,499
173,4051,238,488
173,4052,244,478
173,4053,251,469
173,4054,251,469
173,4055,251,469
173,4056,251,469
173,4057,251,469
174,4000,8,68
174,4001,17,56
174,4002,22,46
174,4003,37,43
174,4004,57,39
174,4005,75,37
174,4006,94,36
174,4007,113,35
174,4008,132,35
174,4009,154,36
174,4010,174,38
174,4011,196,42
174,4012,216,46
174,4013,235,51
174,4014,252,56
174,4015,272,60
174,4016,288,65
174,4017,301,71
174,4018,313,75
174,4019,325,81
174,4020,335,88
174,4021,346,95
174,4022,354,101
174,4023,360,109
174,4024,365,117
174,4025,369,124
174,4026,370,133
174,4027,370,142
174,4028,371,152
174,4029,369,161
174,4030,366,169
174,4031,362,177
174,4032,357,187
174,4033,350,195
174,4034,343,202
174,4035,334,210
174,4036,323,216
174,4037,312,223
174,4038,301,229
174,4039,289,232
174,4040,267,238
174,4041,251,242
174,4042,248,246
174,4043,239,250
174,4044,213,254
174,4045,200,258
174,4046,181,263
174,4047,170,267
174,4048,156,273
174,4049,143,280
174,4050,130,287
174,4051,119,296
174,4052,108,306
174,4053,101,316
174,4054,97,327
174,4055,87,339
174,4056,78,352
174,4057,72,365
174,4058,67,380
174,4059,66,392
174,4060,65,407
174,4061,64,422
174,4062,63,437
174,4063,63,452
174,4064,64,466
174,4065,62,478
174,4066,69,490
174,4067,70,501
174,4068,74,511
174,4069,80,519
174,4070,88,529
174,4071,94,535
174,4072,101,541
174,4073,107,545
174,4074,114,548
174,4075,121,551
174,4076,129,551
174,4077,134,551
174,4078,140,550
174,4079,147,548
174,4080,152,545
174,4081,160,542
174,4082,169,537
174,4083,179,532
174,4084,190,528
174,4085,201,523
174,4086,215,517
174,4087,229,510
174,4088,241,502
174,4089,256,496
174,4090,268,488
174,4091,279,482
174,4092,288,474
174,4093,299,468
174,4094,312,459
174,4095,331,453
174,4096,342,448
174,4097,352,444
174,4098,362,440
174,4099,371,436
174,4100,380,434
174,4101,390,430
174,4102,400,428
174,4103,409,429
174,4104,417,429
174,4105,424,430
174,4106,429,431
174,4107,433,434
174,4108,438,437
174,4109,442,440
174,4110,446,445
174,4111,449,451
174,4112,453,458
174,4113,458,465
174,4114,463,474
174,4115,470,483
174,4116,477,490
174,4117,484,497
174,4118,492,502
174,4119,500,507
174,4120,508,511
174,4121,519,514
174,4122,532,518
174,4123,543,521
174,4124,555,524
174,4125,569,525
174,4126,582,527
174,4127,596,526
174,4128,612,526
174,4129,628,526
174,4130,643,524
174,4131,660,522
174,4132,680,522
174,4133,699,522
174,4134,716,521
174,4135,734,521
174,4136,755,522
174,4137,774,524
174,4138,795,528
174,4139,815,533
174,4140,835,538
174,4141,855,545
174,4142,876,552
174,4143,897,560
174,4144,918,570
174,4145,938,579
174,4146,959,587
174,4147,980,593
174,4148,1000,600
174,4149,1019,606
174,4150,1039,611
174,4151,1055,616
174,4152,1073,619
174,4153,1088,621
174,4154,1102,622
174,4155,1118,621
174,4156,1130,620
174,4157,1141,617
174,4158,1153,613
174,4159,1162,609
174,4160,1170,604
174,4161,1177,597
174,4162,1182,591
174,4163,1186,584
174,4164,1189,575
174,4165,1192,567
174,4166,1193,558
174,4167,1193,547
174,4168,1192,537
174,4169,1191,525
174,4170,1189,513
174,4171,1186,501
174,4172,1182,489
174,4173,1176,477
174,4174,1169,466
174,4175,1162,455
174,4176,1154,445
174,4177,1145,436
174,4178,1135,427
174,4179,1125,420
174,4180,1114,414
174,4181,1103,408
174,4182,1089,403
174,4183,1076,399
174,4184,1064,395
174,4185,1049,393
174,4186,1034,391
174,4187,1018,391
174,4188,1002,391
174,4189,985,391
174,4190,967,392
174,4191,947,393
174,4192,927,392
174,4193,906,393
174,4194,886,392
174,4195,864,390
174,4196,847,386
174,4197,829,383
174,4198,809,378
174,4199,791,373
174,4200,776,367
174,4201,761,360
174,4202,746,352
174,4203,729,343
174,4204,716,333
174,4205,703,323
174,4206,691,311
174,4207,682,298
174,4208,674,286
174,4209,665,273
174,4210,658,260
174,4211,652,246
174,4212,648,233
174,4213,642,221
174,4214,641,208
174,4215,642,197
174,4216,643,184
174,4217,645,172
174,4218,650,162
174,4219,655,153
174,4220,661,146
174,4221,669,138
174,4222,678,132
174,4223,686,124
174,4224,696,118
174,4225,708,114
174,4226,720,110
174,4227,734,106
174,4228,749,104
174,4229,764,103
174,4230,780,101
174,4231,797,101
174,4232,816,101
174,4233,834,102
174,4234,854,104
174,4235,871,106
174,4236,887,109
174,4237,904,113
174,4238,920,118
174,4239,937,124
174,4240,950,130
174,4241,965,137
174,4242,980,146
174,4243,993,153
174,4244,1006,162
174,4245,1019,168
174,4246,1032,175
174,4247,1046,180
174,4248,1060,184
174,4249,1074,187
174,4250,1086,191
174,4251,1099,193
174,4252,1110,193
174,4253,1120,193
174,4254,1130,193
174,4255,1140,190
174,4256,1150,187
174,4257,1160,182
174,4258,1170,176
174,4259,1181,170
174,4260,1191,162
174,4261,1202,154
174,4262,1215,148
174,4263,1226,142
174,4264,1239,136
174,4265,1251,132
174,4266,1262,128
174,4267,1269,124
175,4036,12,97
175,4037,21,87
175,4038,31,79
175,4039,41,73
175,4040,51,71
175,4041,69,69
175,4042,94,69
175,4043,117,70
175,4044,139,71
175,4045,163,72
175,4046,186,74
175,4047,209,79
175,4048,229,81
175,4049,246,82
175,4050,261,84
175,4051,278,87
175,4052,292,91
175,4053,312,96
175,4054,323,100
175,4055,330,104
175,4056,338,108
175,4057,346,114
175,4058,351,118
175,4059,356,122
175,4060,359,126
175,4061,358,130
175,4062,361,137
175,4063,365,145
175,4064,367,154
175,4065,366,160
175,4066,366,166
175,4067,365,172
175,4068,362,177
175,4069,360,182
175,4070,355,187
175,4071,349,193
175,4072,340,196
175,4073,332,200
175,4074,325,206
175,4075,317,212
175,4076,307,217
175,4077,296,221
175,4078,286,226
175,4079,278,229
175,4080,265,233
175,4081,253,235
175,4082,241,236
175,4083,222,237
175,4084,207,238
175,4085,190,242
175,4086,173,245
175,4087,159,251
175,4088,144,259
175,4089,131,267
175,4090,122,271
175,4091,113,278
175,4092,103,284
175,4093,93,294
175,4094,85,303
175,4095,80,312
175,4096,78,327
175,4097,77,335
175,4098,76,348
175,4099,74,357
175,4100,73,370
175,4101,76,383
175,4102,77,396
175,4103,81,411
175,4104,87,428
175,4105,91,441
175,4106,104,457
175,4107,111,468
175,4108,125,480
175,4109,136,490
175,4110,147,498
175,4111,154,504
175,4112,163,508
175,4113,169,510
175,4114,178,515
175,4115,184,516
175,4116,189,515
175,4117,194,514
175,4118,201,512
175,4119,207,507
175,4120,215,504
175,4121,225,499
175,4122,232,492
175,4123,242,485
175,4124,251,479
175,4125,256,471
175,4126,265,465
175,4127,274,459
175,4128,288,452
175,4129,297,450
175,4130,309,450
175,4131,323,452
175,4132,332,453
175,4133,341,454
175,4134,349,455
175,4135,362,456
175,4136,373,462
175,4137,382,464
175,4138,392,467
175,4139,407,473
175,4140,419,480
175,4141,434,485
175,4142,449,491
175,4143,464,497
175,4144,485,503
175,4145,506,509
175,4146,525,514
175,4147,541,518
175,4148,559,521
175,4149,582,524
175,4150,601,525
175,4151,622,526
175,4152,643,528
175,4153,666,529
175,4154,692,530
175,4155,716,532
175,4156,741,536
175,4157,765,538
175,4158,785,540
175,4159,808,543
175,4160,834,549
175,4161,854,557
175,4162,872,559
175,4163,888,562
175,4164,900,568
175,4165,912,571
175,4166,930,578
175,4167,945,588
175,4168,960,597
175,4169,973,602
175,4170,986,607
175,4171,1002,612
175,4172,1015,614
175,4173,1030,615
175,4174,1045,615
175,4175,1057,615
175,4176,1071,613
175,4177,1082,613
175,4178,1091,613
175,4179,1100,611
175,4180,1111,608
175,4181,1122,601
175,4182,1130,594
175,4183,1136,589
175,4184,1143,582
175,4185,1146,574
175,4186,1152,567
175,4187,1155,558
175,4188,1158,546
175,4189,1163,532
175,4190,1165,523
175,4191,1164,509
175,4192,1163,500
175,4193,1162,489
175,4194,1158,479
175,4195,1155,470
175,4196,1152,462
175,4197,1147,452
175,4198,1141,444
175,4199,1134,435
175,4200,1124,426
175,4201,1114,417
175,4202,1104,411
175,4203,1092,406
175,4204,1080,400
175,4205,1067,394
175,4206,1053,390
175,4207,1040,386
175,4208,1027,383
175,4209,1010,381
175,4210,994,380
175,4211,978,380
175,4212,959,382
175,4213,942,383
175,4214,922,384
175,4215,902,386
175,4216,882,386
175,4217,866,386
175,4218,848,384
175,4219,829,384
175,4220,811,380
175,4221,795,375
175,4222,780,371
175,4223,766,366
175,4224,749,359
175,4225,734,353
175,4226,722,347
175,4227,711,339
175,4228,700,331
175,4229,692,321
175,4230,683,312
175,4231,675,302
175,4232,672,290
175,4233,666,280
175,4234,661,267
175,4235,659,256
175,4236,658,241
175,4237,656,228
175,4238,657,214
175,4239,662,202
175,4240,667,185
175,4241,671,171
175,4242,678,157
175,4243,685,144
175,4244,689,134
175,4245,696,124
175,4246,710,116
175,4247,714,110
175,4248,728,104
175,4249,742,99
175,4250,753,95
175,4251,767,90
175,4252,783,85
175,4253,798,83
175,4254,813,81
175,4255,830,79
175,4256,852,80
175,4257,869,82
175,4258,881,83
175,4259,896,87
175,4260,912,92
175,4261,929,98
175,4262,945,103
175,4263,958,112
175,4264,971,119
175,4265,986,125
175,4266,997,134
175,4267,1007,143
175,4268,1017,151
175,4269,1029,164
175,4270,1042,174
175,4271,1052,186
175,4272,1064,196
175,4273,1074,201
175,4274,1087,205
175,4275,1096,207
175,4276,1104,208
175,4277,1112,209
175,4278,1122,211
175,4279,1129,213
175,4280,1135,214
175,4281,1140,215
175,4282,1144,215
175,4283,1147,215
175,4284,1149,215
175,4285,1151,213
175,4286,1151,210
175,4287,1152,205
175,4288,1153,199
175,4289,1154,192
175,4290,1155,184
175,4291,1158,176
175,4292,1162,166
175,4293,1166,156
175,4294,1172,147
175,4295,1182,138
175,4296,1189,130
175,4297,1196,122
175,4298,1204,115
175,4299,1215,110
175,4300,1223,106
175,4301,1232,102
175,4302,1243,99
175,4303,1250,98
175,4304,1257,93
175,4305,1263,89
175,4306,1270,86
176,4041,265,439
176,4042,263,438
176,4043,263,438
176,4044,262,438
176,4045,262,437
176,4046,262,437
176,4047,262,437
176,4048,262,437
176,4049,262,437
177,4063,318,447
177,4064,327,451
177,4065,337,453
177,4066,348,455
177,4067,359,460
177,4068,371,463
177,4069,385,469
177,4070,398,474
177,4071,411,479
177,4072,426,485
177,4073,437,491
177,4074,461,499
177,4075,483,506
177,4076,501,511
177,4077,519,516
177,4078,531,517
177,4079,551,520
177,4080,570,524
177,4081,594,528
177,4082,615,531
177,4083,638,532
177,4084,663,536
177,4085,688,537
177,4086,714,539
177,4087,740,542
177,4088,764,542
177,4089,792,546
177,4090,816,550
177,4091,840,555
177,4092,862,561
177,4093,883,567
177,4094,906,573
177,4095,927,578
177,4096,953,586
177,4097,970,591
177,4098,994,596
177,4099,1013,596
177,4100,1036,599
177,4101,1053,599
177,4102,1072,600
177,4103,1089,603
177,4104,1104,605
177,4105,1120,605
177,4106,1134,603
177,4107,1149,600
177,4108,1159,597
177,4109,1171,593
177,4110,1181,589
177,4111,1189,586
177,4112,1195,581
177,4113,1200,576
177,4114,1204,570
177,4115,1207,564
177,4116,1209,556
177,4117,1209,549
177,4118,1209,542
177,4119,1208,532
177,4120,1207,523
177,4121,1204,513
177,4122,1202,505
177,4123,1198,497
177,4124,1195,491
177,4125,1189,482
177,4126,1179,472
177,4127,1170,463
177,4128,1170,463
177,4129,1170,463
177,4130,1170,463
177,4131,1170,463
178,4174,668,144
178,4175,676,138
178,4176,682,132
178,4177,691,128
178,4178,703,125
178,4179,714,121
178,4180,726,120
178,4181,743,119
178,4182,754,119
178,4183,773,118
178,4184,791,118
178,4185,806,119
178,4186,825,120
178,4187,842,120
178,4188,857,121
178,4189,873,125
178,4190,889,126
178,4191,907,131
178,4192,929,141
178,4193,945,147
178,4194,955,151
178,4195,971,159
178,4196,981,169
178,4197,987,174
178,4198,998,178
178,4199,1018,186
178,4200,1028,193
178,4201,1037,198
178,4202,1052,204
178,4203,1066,208
178,4204,1079,210
178,4205,1089,210
178,4206,1099,211
178,4207,1110,211
178,4208,1118,214
178,4209,1128,212
178,4210,1138,210
178,4211,1146,205
178,4212,1155,200
178,4213,1163,194
178,4214,1170,188
178,4215,1178,180
178,4216,1184,172
178,4217,1191,162
178,4218,1200,152
178,4219,1209,144
178,4220,1221,134
178,4221,1232,126
178,4222,1243,120
178,4223,1255,111
178,4224,1266,105
178,4225,1274,102
179,4174,268,70
179,4175,282,73
179,4176,295,75
179,4177,306,79
179,4178,316,81
179,4179,326,82
179,4180,339,86
179,4181,354,92
179,4182,366,103
179,4183,374,103
179,4184,382,113
179,4185,370,120
179,4186,378,129
179,4187,384,139
179,4188,388,147
179,4189,392,157
179,4190,394,165
179,4191,395,172
179,4192,395,179
179,4193,391,186
179,4194,387,193
179,4195,381,201
179,4196,376,209
179,4197,374,218
179,4198,367,228
179,4199,357,237
179,4200,348,246
179,4201,342,256
179,4202,334,266
179,4203,327,274
179,4204,325,277
179,4205,312,284
179,4206,296,289
179,4207,285,291
179,4208,278,291
179,4209,272,292
179,4210,265,293
179,4211,259,293
179,4212,271,292
179,4213,267,291
179,4214,258,289
179,4215,251,288
179,4216,246,285
179,4217,233,283
179,4218,223,280
179,4219,210,276
179,4220,198,274
179,4221,190,272
179,4222,175,268
179,4223,165,264
179,4224,156,264
179,4225,150,264
179,4226,140,266
179,4227,133,268
179,4228,125,272
179,4229,118,277
179,4230,111,283
179,4231,104,289
179,4232,97,297
179,4233,91,305
179,4234,87,315
179,4235,81,324
179,4236,76,335
179,4237,70,346
179,4238,66,359
179,4239,61,371
179,4240,57,384
179,4241,59,397
179,4242,61,410
179,4243,61,410
179,4244,61,410
179,4245,61,410
179,4246,61,410
180,4176,212,71
180,4177,229,74
180,4178,253,73
180,4179,271,76
180,4180,285,79
180,4181,301,84
180,4182,314,88
180,4183,325,97
180,4184,338,104
181,4212,218,294
181,4213,212,294
181,4214,204,295
181,4215,195,295
181,4216,185,295
181,4217,174,296
181,4218,164,296
181,4219,155,296
181,4220,143,297
181,4221,129,297
181,4222,124,297
181,4223,125,312
181,4224,122,314
181,4225,116,317
181,4226,106,324
181,4227,98,331
181,4228,78,339
181,4229,65,346
181,4230,56,353
181,4231,48,362
181,4232,42,373
181,4233,38,386
181,4234,36,396
181,4235,26,407
181,4236,27,417
181,4237,22,428
181,4238,24,437
181,4239,27,450
181,4240,25,461
181,4241,27,473
181,4242,16,486
181,4243,19,500
181,4244,22,514
181,4245,26,529
181,4246,29,546
181,4247,32,561
181,4248,35,571
181,4249,42,588
181,4250,47,599
181,4251,53,609
181,4252,56,609
181,4253,59,609
181,4254,62,611
181,4255,65,613
181,4256,74,614
181,4257,78,616
181,4258,83,617
181,4259,93,619
181,4260,104,621
181,4261,113,621
181,4262,123,620
181,4263,135,619
181,4264,146,618
181,4265,155,617
181,4266,166,614
181,4267,181,610
181,4268,190,605
181,4269,199,600
181,4270,208,595
181,4271,216,588
181,4272,223,580
181,4273,227,572
181,4274,232,565
181,4275,235,556
181,4276,240,548
181,4277,244,538
181,4278,250,527
181,4279,256,516
181,4280,264,504
181,4281,274,496
181,4282,280,485
181,4283,294,476
181,4284,302,469
181,4285,307,456
181,4286,298,446
181,4287,298,446
181,4288,298,446
181,4289,298,446
181,4290,298,446
181,4291,298,446
182,4241,79,429
182,4242,82,445
182,4243,69,438
182,4244,74,455
182,4245,87,471
182,4246,100,485
182,4247,109,497
182,4248,117,505
182,4249,121,511
182,4250,126,515
182,4251,128,522
182,4252,131,524
182,4253,134,526
182,4254,134,527
182,4255,135,528
182,4256,124,531
182,4257,130,533
182,4258,137,533
182,4259,152,532
182,4260,152,530
182,4261,159,527
182,4262,164,522
182,4263,171,517
182,4264,178,511
182,4265,186,503
182,4266,196,494
182,4267,208,485
182,4268,214,476
182,4269,223,468
182,4270,233,462
182,4271,233,462
182,4272,233,462
182,4273,233,462
182,4274,233,462
183,4256,168,527
183,4257,168,527
183,4258,168,527
183,4259,168,527
183,4260,168,527
184,4270,271,455
184,4271,257,453
184,4272,270,446
184,4273,288,443
184,4274,302,442
184,4275,317,442
184,4276,327,443
184,4277,336,445
184,4278,345,446
184,4279,352,448
184,4280,362,452
184,4281,371,455
184,4282,379,457
184,4283,389,462
184,4284,406,470
184,4285,424,479
184,4286,437,488
184,4287,452,498
184,4288,473,508
184,4289,495,518
184,4290,510,525
184,4291,524,531
184,4292,538,536
184,4293,556,541
184,4294,572,545
184,4295,588,549
184,4296,608,556
184,4297,632,564
184,4298,653,569
184,4299,677,575
184,4300,699,579
184,4301,722,582
184,4302,743,584
184,4303,766,587
184,4304,794,593
184,4305,825,600
184,4306,848,603
184,4307,870,605
184,4308,888,608
184,4309,918,614
184,4310,951,625
184,4311,972,629
184,4312,990,631
184,4313,1011,632
184,4314,1028,634
184,4315,1044,633
184,4316,1059,634
184,4317,1073,635
184,4318,1086,636
184,4319,1099,636
184,4320,1112,633
184,4321,1125,631
184,4322,1135,628
184,4323,1147,624
184,4324,1157,622
184,4325,1169,611
184,4326,1179,603
184,4327,1187,596
184,4328,1193,596
184,4329,1201,590
184,4330,1207,581
184,4331,1213,573
184,4332,1218,565
184,4333,1221,557
184,4334,1222,549
184,4335,1223,542
184,4336,1224,534
184,4337,1224,526
184,4338,1223,517
184,4339,1221,508
184,4340,1218,497
184,4341,1213,487
184,4342,1203,474
184,4343,1197,468
184,4344,1194,460
184,4345,1185,451
184,4346,1176,443
184,4347,1167,435
184,4348,1156,428
184,4349,1144,423
184,4350,1133,418
184,4351,1119,414
184,4352,1106,411
184,4353,1093,410
184,4354,1078,408
184,4355,1063,407
184,4356,1049,407
184,4357,1030,408
184,4358,1012,409
184,4359,995,410
184,4360,975,412
184,4361,954,413
184,4362,925,411
184,4363,910,409
184,4364,888,402
184,4365,873,401
184,4366,857,397
184,4367,840,400
184,4368,821,394
184,4369,804,387
184,4370,787,380
184,4371,773,371
184,4372,757,361
184,4373,742,351
184,4374,730,340
184,4375,719,329
184,4376,711,316
184,4377,703,304
184,4378,696,291
184,4379,691,279
184,4380,686,266
184,4381,683,252
184,4382,680,238
184,4383,679,225
184,4384,680,212
184,4385,686,200
184,4386,685,190
184,4387,688,180
184,4388,692,165
184,4389,697,153
184,4390,704,144
184,4391,711,134
184,4392,720,126
184,4393,744,118
184,4394,756,113
184,4395,778,106
184,4396,792,102
184,4397,805,98
184,4398,822,97
184,4399,836,98
184,4400,852,98
184,4401,867,100
184,4402,879,103
184,4403,891,107
184,4404,907,112
184,4405,915,116
184,4406,928,121
184,4407,937,128
184,4408,953,140
184,4409,965,150
184,4410,977,156
184,4411,993,164
184,4412,1011,175
184,4413,1026,183
184,4414,1038,189
184,4415,1048,192
184,4416,1056,196
184,4417,1062,198
184,4418,1071,202
184,4419,1077,204
184,4420,1082,206
184,4421,1088,209
184,4422,1093,212
184,4423,1101,213
184,4424,1108,213
184,4425,1117,212
184,4426,1127,210
184,4427,1136,206
184,4428,1145,202
184,4429,1155,196
184,4430,1165,189
184,4431,1174,182
184,4432,1185,174
184,4433,1197,165
184,4434,1209,156
184,4435,1221,148
184,4436,1235,141
184,4437,1248,136
184,4438,1261,131
184,4439,1269,124
185,4286,331,453
185,4287,324,442
185,4288,333,437
185,4289,342,434
185,4290,348,431
185,4291,355,430
185,4292,360,430
185,4293,369,430
185,4294,376,432
185,4295,385,436
185,4296,393,441
185,4297,401,447
185,4298,410,455
185,4299,421,463
185,4300,428,473
185,4301,443,483
185,4302,451,495
185,4303,463,504
185,4304,471,513
185,4305,484,520
185,4306,500,528
185,4307,515,535
185,4308,532,544
185,4309,550,550
185,4310,571,554
185,4311,592,560
185,4312,610,564
185,4313,633,568
185,4314,654,572
185,4315,674,572
185,4316,697,573
185,4317,720,574
185,4318,744,576
185,4319,769,579
185,4320,794,581
185,4321,822,585
185,4322,849,587
185,4323,874,590
185,4324,900,594
185,4325,924,598
185,4326,948,601
185,4327,973,604
185,4328,996,606
185,4329,1018,608
185,4330,1039,609
185,4331,1057,612
185,4332,1077,612
185,4333,1095,612
185,4334,1115,612
185,4335,1131,612
185,4336,1146,609
185,4337,1159,607
185,4338,1170,603
185,4339,1181,600
185,4340,1188,594
185,4341,1196,589
185,4342,1201,583
185,4343,1205,577
185,4344,1207,570
185,4345,1209,563
185,4346,1209,557
185,4347,1207,550
185,4348,1205,543
185,4349,1202,535
185,4350,1198,528
185,4351,1192,520
185,4352,1186,511
185,4353,1179,501
185,4354,1171,493
185,4355,1160,482
185,4356,1149,471
185,4357,1139,463
185,4358,1129,454
185,4359,1117,446
185,4360,1106,438
185,4361,1106,438
185,4362,1082,427
185,4363,1065,419
185,4364,1048,416
185,4365,1035,412
185,4366,1015,410
185,4367,999,408
185,4368,982,408
185,4369,964,406
185,4370,936,401
185,4371,915,398
185,4372,895,391
185,4373,875,386
185,4374,855,380
185,4375,836,376
185,4376,819,372
185,4377,801,365
185,4378,783,357
185,4379,772,350
185,4380,759,343
185,4381,752,337
185,4382,738,328
185,4383,729,323
185,4384,721,318
185,4385,713,311
185,4386,706,304
185,4387,700,292
185,4388,695,284
185,4389,691,276
185,4390,689,264
185,4391,686,254
185,4392,684,243
185,4393,685,230
185,4394,686,217
185,4395,690,205
185,4396,696,188
185,4397,699,177
185,4398,705,165
185,4399,711,156
185,4400,720,139
186,4289,8,92
186,4290,15,83
186,4291,25,76
186,4292,38,72
186,4293,56,69
186,4294,76,67
186,4295,97,65
186,4296,117,63
186,4297,138,62
186,4298,158,61
186,4299,179,60
186,4300,198,61
186,4301,218,62
186,4302,238,65
186,4303,255,66
186,4304,272,70
186,4305,286,73
186,4306,301,77
186,4307,312,81
186,4308,324,86
186,4309,335,90
186,4310,345,95
186,4311,352,100
186,4312,360,106
186,4313,366,112
186,4314,369,119
186,4315,372,127
186,4316,374,135
186,4317,374,142
186,4318,374,150
186,4319,372,157
186,4320,369,163
186,4321,366,170
186,4322,360,176
186,4323,353,182
186,4324,346,187
186,4325,336,193
186,4326,326,199
186,4327,315,203
186,4328,304,207
186,4329,291,211
186,4330,278,215
186,4331,265,218
186,4332,249,220
186,4333,242,224
186,4334,218,228
186,4335,209,233
186,4336,197,239
186,4337,186,245
186,4338,172,252
186,4339,159,259
186,4340,138,268
186,4341,136,276
186,4342,127,286
186,4343,117,298
186,4344,106,309
186,4345,101,321
186,4346,99,332
186,4347,94,344
186,4348,90,356
186,4349,87,368
186,4350,85,381
186,4351,85,394
186,4352,86,408
186,4353,89,421
186,4354,94,433
186,4355,97,446
186,4356,101,458
186,4357,107,470
186,4358,114,482
186,4359,124,492
186,4360,132,501
186,4361,141,509
186,4362,150,515
186,4363,158,520
186,4364,167,525
186,4365,177,529
186,4366,186,531
186,4367,194,533
186,4368,203,533
186,4369,210,532
186,4370,220,530
186,4371,226,527
186,4372,235,524
186,4373,243,519
186,4374,250,513
186,4375,258,507
186,4376,267,500
186,4377,275,491
186,4378,280,482
186,4379,288,473
186,4380,297,464
186,4381,306,456
186,4382,315,450
186,4383,324,443
186,4384,333,439
186,4385,342,437
186,4386,349,431
186,4387,356,428
186,4388,362,427
186,4389,366,426
186,4390,372,426
186,4391,375,427
186,4392,383,429
186,4393,389,432
186,4394,392,437
186,4395,396,442
186,4396,399,449
186,4397,404,457
186,4398,405,466
186,4399,406,474
186,4400,410,484
186,4401,416,492
186,4402,422,500
186,4403,429,508
186,4404,438,516
186,4405,446,525
186,4406,456,533
186,4407,467,542
186,4408,479,549
186,4409,492,556
186,4410,504,562
186,4411,518,567
186,4412,532,571
186,4413,545,575
186,4414,559,578
186,4415,574,580
186,4416,590,581
186,4417,606,582
186,4418,622,580
186,4419,641,580
186,4420,659,578
186,4421,677,576
186,4422,695,573
186,4423,713,572
186,4424,732,571
186,4425,750,571
186,4426,770,572
186,4427,790,573
186,4428,811,576
186,4429,831,579
186,4430,851,582
186,4431,873,586
186,4432,891,590
186,4433,911,594
186,4434,931,599
186,4435,950,603
186,4436,970,607
186,4437,989,608
186,4438,1008,610
186,4439,1027,611
186,4440,1044,611
186,4441,1061,610
186,4442,1077,609
186,4443,1092,607
186,4444,1106,605
186,4445,1119,601
186,4446,1132,596
186,4447,1144,590
186,4448,1155,584
186,4449,1164,578
186,4450,1172,572
186,4451,1178,566
186,4452,1183,559
186,4453,1187,553
186,4454,1189,546
186,4455,1190,539
186,4456,1191,532
186,4457,1190,526
186,4458,1188,518
186,4459,1184,510
186,4460,1180,502
186,4461,1175,495
186,4462,1168,487
186,4463,1160,480
186,4464,1151,473
186,4465,1142,465
186,4466,1131,458
186,4467,1119,452
186,4468,1107,445
186,4469,1093,439
186,4470,1079,433
186,4471,1063,428
186,4472,1047,423
186,4473,1031,419
186,4474,1013,416
186,4475,995,413
186,4476,977,412
186,4477,959,411
186,4478,939,411
186,4479,920,411
186,4480,901,411
186,4481,881,410
186,4482,861,408
186,4483,841,404
186,4484,821,401
186,4485,803,395
186,4486,785,390
186,4487,767,384
186,4488,751,377
186,4489,737,371
186,4490,722,363
186,4491,709,354
186,4492,695,345
186,4493,684,335
186,4494,673,324
186,4495,663,313
186,4496,656,302
186,4497,649,291
186,4498,643,280
186,4499,640,267
186,4500,637,256
186,4501,636,243
186,4502,635,230
186,4503,635,218
186,4504,637,207
186,4505,641,195
186,4506,645,183
186,4507,651,171
186,4508,657,159
186,4509,666,147
186,4510,674,137
186,4511,685,126
186,4512,697,116
186,4513,708,107
186,4514,720,101
186,4515,732,95
186,4516,744,90
186,4517,756,86
186,4518,769,83
186,4519,781,82
186,4520,795,81
186,4521,810,81
186,4522,824,81
186,4523,839,83
186,4524,854,84
186,4525,869,88
186,4526,884,92
186,4527,898,97
186,4528,913,104
186,4529,926,111
186,4530,938,118
186,4531,951,127
186,4532,963,135
186,4533,974,143
186,4534,986,152
186,4535,997,159
186,4536,1009,165
186,4537,1021,171
186,4538,1033,175
186,4539,1046,179
186,4540,1059,183
186,4541,1070,185
186,4542,1081,186
186,4543,1092,186
186,4544,1102,186
186,4545,1113,184
186,4546,1123,182
186,4547,1134,179
186,4548,1145,175
186,4549,1156,169
186,4550,1168,163
186,4551,1179,156
186,4552,1192,149
186,4553,1204,142
186,4554,1217,135
186,4555,1230,130
186,4556,1244,125
186,4557,1258,120
186,4558,1266,116
186,4559,1274,111
187,4405,756,96
188,4407,10,89
188,4408,20,81
188,4409,30,76
188,4410,49,73
188,4411,69,69
188,4412,94,66
188,4413,120,61
188,4414,142,56
188,4415,165,55
188,4416,190,56
188,4417,210,55
188,4418,233,57
188,4419,254,59
188,4420,275,60
188,4421,293,61
188,4422,310,63
188,4423,318,65
188,4424,334,71
188,4425,352,76
188,4426,362,80
188,4427,372,87
188,4428,381,93
188,4429,388,98
188,4430,394,104
188,4431,400,108
188,4432,404,117
188,4433,407,123
188,4434,409,128
188,4435,409,132
188,4436,409,138
188,4437,408,143
188,4438,411,149
188,4439,407,153
188,4440,404,158
188,4441,400,164
188,4442,392,169
188,4443,385,174
188,4444,377,178
188,4445,367,183
188,4446,354,187
188,4447,339,190
188,4448,326,194
188,4449,311,197
188,4450,298,200
188,4451,281,200
188,4452,265,202
188,4453,249,205
188,4454,256,222
188,4455,229,227
188,4456,214,232
188,4457,199,238
188,4458,181,246
188,4459,167,252
188,4460,154,259
188,4461,142,269
188,4462,130,278
188,4463,120,287
188,4464,107,298
188,4465,99,308
188,4466,93,318
188,4467,87,330
188,4468,84,341
188,4469,79,353
188,4470,77,365
188,4471,74,376
